
SetupTitle, BE diode
PrimitiveTest, I/V Sweep
DataValue, 0.08, 1.6473E-09, -1.476E-10, 1.476E-10, 
DataValue, 0.090000000000000011, 1.8236E-09, -2.9431E-09, 2.9431E-09, 
DataValue, 0.1, 1.5407E-09, -3.1619E-09, 3.1619E-09, 
DataValue, 0.11, 1.785E-09, -3.5635E-09, 3.5635E-09, 
DataValue, 0.12000000000000001, 2.1528E-09, -4.016E-09, 4.016E-09, 
DataValue, 0.13, 2.5491E-09, -4.569E-09, 4.569E-09, 
DataValue, 0.14, 3.1457E-09, -5.2691E-09, 5.2691E-09, 
DataValue, 0.15, 3.942E-09, -6.0715E-09, 6.0715E-09, 
DataValue, 0.16, 4.4376E-09, -7.6771E-09, 7.6771E-09, 
DataValue, 0.17, 6.0732E-09, -8.7612E-09, 8.7612E-09, 
DataValue, 0.18000000000000002, 7.7386E-09, -1.06168E-08, 1.06168E-08, 
DataValue, 0.19, 9.3934E-09, -1.26132E-08, 1.26132E-08, 
DataValue, 0.2, 1.25406E-08, -1.10678E-08, 1.10678E-08, 
DataValue, 0.21000000000000002, 1.6498E-08, -1.5386999999999997E-08, 1.5386999999999997E-08, 
DataValue, 0.22, 2.17678E-08, -2.0149799999999998E-08, 2.0149799999999998E-08, 
DataValue, 0.23, 2.8838599999999996E-08, -2.7396799999999996E-08, 2.7396799999999996E-08, 
DataValue, 0.24000000000000002, 3.8125799999999996E-08, -3.7041599999999993E-08, 3.7041599999999993E-08, 
DataValue, 0.25, 5.0523199999999993E-08, -4.9883799999999994E-08, 4.9883799999999994E-08, 
DataValue, 0.26, 6.70496E-08, -6.62898E-08, 6.62898E-08, 
DataValue, 0.27, 8.9431199999999986E-08, -8.76008E-08, 8.76008E-08, 
DataValue, 0.28, 1.2057999999999999E-07, -1.192E-07, 1.192E-07, 
DataValue, 0.29000000000000004, 1.5866E-07, -1.6146E-07, 1.6146E-07, 
DataValue, 0.3, 2.1538E-07, -2.1198E-07, 2.1198E-07, 
DataValue, 0.31, 2.862E-07, -2.8796E-07, 2.8796E-07, 
DataValue, 0.32, 3.8716E-07, -3.8414E-07, 3.8414E-07, 
DataValue, 0.33, 5.1918E-07, -5.2265999999999994E-07, 5.2265999999999994E-07, 
DataValue, 0.34, 7.0178E-07, -7.0124E-07, 7.0124E-07, 
DataValue, 0.35000000000000003, 9.4983999999999993E-07, -9.551E-07, 9.551E-07, 
DataValue, 0.36000000000000004, 1.2961000000000002E-06, -1.2938000000000002E-06, 1.2938000000000002E-06, 
DataValue, 0.37, 1.7614000000000002E-06, -1.757E-06, 1.757E-06, 
DataValue, 0.38, 2.4013E-06, -2.4051E-06, 2.4051E-06, 
DataValue, 0.39, 3.2769000000000003E-06, -3.2772E-06, 3.2772E-06, 
DataValue, 0.4, 4.4737E-06, -4.4860000000000008E-06, 4.4860000000000008E-06, 
DataValue, 0.41000000000000003, 6.1143000000000009E-06, -6.129800000000001E-06, 6.129800000000001E-06, 
DataValue, 0.42000000000000004, 8.3719E-06, -8.3881E-06, 8.3881E-06, 
DataValue, 0.43, 1.14484E-05, -1.1458300000000002E-05, 1.1458300000000002E-05, 
DataValue, 0.44, 1.565E-05, -1.563E-05, 1.563E-05, 
DataValue, 0.45, 2.1232E-05, -2.1258000000000002E-05, 2.1258000000000002E-05, 
DataValue, 0.46, 2.8696E-05, -2.8684000000000002E-05, 2.8684000000000002E-05, 
DataValue, 0.47000000000000003, 3.8592E-05, -3.855E-05, 3.855E-05, 
DataValue, 0.48000000000000004, 5.1426E-05, -5.1432000000000005E-05, 5.1432000000000005E-05, 
DataValue, 0.49000000000000005, 6.7808E-05, -6.783E-05, 6.783E-05, 
DataValue, 0.5, 8.8436E-05, -8.842E-05, 8.842E-05, 
DataValue, 0.51, 0.00011365, -0.000113664, 0.000113664, 
DataValue, 0.52, 0.0001439, -0.0001439, 0.0001439, 
DataValue, 0.53, 0.00017938, -0.00017938, 0.00017938, 
DataValue, 0.54, 0.0002201, -0.00022016, 0.00022016, 
DataValue, 0.55, 0.00026614, -0.00026604, 0.00026604, 
DataValue, 0.56, 0.000317, -0.00031706000000000003, 0.00031706000000000003, 
DataValue, 0.57000000000000006, 0.00037282, -0.00037282, 0.00037282, 
DataValue, 0.58000000000000007, 0.00043316000000000003, -0.000433, 0.000433, 
DataValue, 0.59000000000000008, 0.00049766, -0.00049746, 0.00049746, 
DataValue, 0.6, 0.0005659, -0.00056594, 0.00056594, 
DataValue, 0.61, 0.00063712, -0.00063708, 0.00063708, 
DataValue, 0.62, 0.00071304000000000007, -0.00071276, 0.00071276, 
DataValue, 0.63, 0.00079102, -0.0007908800000000001, 0.0007908800000000001, 
DataValue, 0.64, 0.0008721200000000001, -0.0008719200000000001, 0.0008719200000000001, 
DataValue, 0.65, 0.00095584, -0.0009556600000000001, 0.0009556600000000001, 
DataValue, 0.66, 0.0010419000000000001, -0.00104188, 0.00104188, 
DataValue, 0.67, 0.0011302600000000001, -0.00113012, 0.00113012, 
DataValue, 0.68, 0.001221, -0.0012212, 0.0012212, 
DataValue, 0.69000000000000006, 0.0013136, -0.0013136, 0.0013136, 
DataValue, 0.70000000000000007, 0.0014084, -0.0014082, 0.0014082, 
DataValue, 0.71000000000000008, 0.0015046, -0.0015044000000000001, 0.0015044000000000001, 
DataValue, 0.72000000000000008, 0.0016024000000000001, -0.0016024000000000001, 0.0016024000000000001, 
DataValue, 0.73, 0.001702, -0.001702, 0.001702, 
DataValue, 0.74, 0.0018030000000000001, -0.0018028, 0.0018028, 
DataValue, 0.75, 0.0019056000000000001, -0.0019056000000000001, 0.0019056000000000001, 
DataValue, 0.76, 0.0020092, -0.0020096, 0.0020096, 
DataValue, 0.77, 0.0021144000000000002, -0.002115, 0.002115, 
DataValue, 0.78, 0.002221, -0.0022206, 0.0022206, 
DataValue, 0.79, 0.0023288000000000002, -0.002329, 0.002329, 
DataValue, 0.8, 0.0024378, -0.0024378, 0.0024378, 
DataValue, 0.81, 0.0025482, -0.0025478000000000002, 0.0025478000000000002, 
DataValue, 0.82000000000000006, 0.0026596000000000002, -0.0026592, 0.0026592, 
DataValue, 0.83000000000000007, 0.0027716, -0.0027718, 0.0027718, 
DataValue, 0.84000000000000008, 0.002885, -0.0028854, 0.0028854, 
DataValue, 0.85000000000000009, 0.0029992, -0.0029992, 0.0029992, 
DataValue, 0.86, 0.0031154, -0.003115, 0.003115, 
DataValue, 0.87, 0.003231, -0.003231, 0.003231, 
DataValue, 0.88, 0.0033496, -0.0033498, 0.0033498, 
DataValue, 0.89, 0.0034676, -0.0034678, 0.0034678, 
DataValue, 0.9, 0.0035872, -0.0035868000000000002, 0.0035868000000000002, 
DataValue, 0.91, 0.0037074, -0.0037072, 0.0037072, 
DataValue, 0.92, 0.0038284, -0.0038286, 0.0038286, 
DataValue, 0.93, 0.0039502, -0.0039498, 0.0039498, 
DataValue, 0.94000000000000006, 0.0040716, -0.0040716, 0.0040716, 
DataValue, 0.95000000000000007, 0.0041952000000000005, -0.0041948, 0.0041948, 
DataValue, 0.96000000000000008, 0.0043196, -0.00432, 0.00432, 
DataValue, 0.97000000000000008, 0.0044448000000000005, -0.0044448000000000005, 0.0044448000000000005, 
DataValue, 0.98000000000000009, 0.0045698, -0.00457, 0.00457, 
DataValue, 0.9900000000000001, 0.0046974, -0.0046966, 0.0046966, 
DataValue, 1, 0.0048246, -0.0048244, 0.0048244, 
