
SetupTitle, Family
PrimitiveTest, I/V Sweep
TestParameter, Measurement.Monitor.RangeRatingCoeff, 50, 50
TestParameter, Measurement.Timing.Hold, 0
TestParameter, Measurement.Timing.Delay, 0.01
TestParameter, Measurement.Adc.HighSpeed.Mode, AUTO
TestParameter, Measurement.Adc.HighSpeed.Coeff, 1
TestParameter, Measurement.Adc.HighResolution.AutoZero, OFF
TestParameter, Measurement.Adc.HighResolution.Mode, AUTO
TestParameter, Measurement.Adc.HighResolution.Coeff, 6
TestParameter, Measurement.WaitTime.Source.Coeff, 1
TestParameter, Measurement.WaitTime.Source.Offset, 0
TestParameter, Measurement.WaitTime.Monitor.Coeff, 1
TestParameter, Measurement.WaitTime.Monitor.Offset, 0
TestParameter, Output.Graph.Enabled, true
TestParameter, Output.Graph.AutoScaling, false
TestParameter, Output.Graph.XAxis.Data, Vc
TestParameter, Output.Graph.XAxis.Scale, Linear
TestParameter, Output.Graph.XAxis.Left, 0
TestParameter, Output.Graph.XAxis.Right, 3
TestParameter, Output.Graph.XAxis.RunTimeAutoScale, true
TestParameter, Output.Graph.YAxis.Data, Ic, Ib
TestParameter, Output.Graph.YAxis.Scale, Linear, Linear
TestParameter, Output.Graph.YAxis.Bottom, -0.1, 0
TestParameter, Output.Graph.YAxis.Top, 0.1, 0.00039999999999999996
TestParameter, Output.Graph.YAxis.Group, , 
TestParameter, Output.Graph.YAxis.RunTimeAutoScale, true, true
TestParameter, Output.List.Data, Vc, Ic, Ib, Vb, Ve, Ie
TestParameter, AutoAnalysis.Interpolation, false
TestParameter, AutoAnalysis.Line1.Enabled, false
TestParameter, AutoAnalysis.Line1.Type, 1
TestParameter, AutoAnalysis.Line1.Fix, True
TestParameter, AutoAnalysis.Line1.YAxis, 0
TestParameter, AutoAnalysis.Line1.Point1.Type, 1
TestParameter, AutoAnalysis.Line1.Point1.XY.X, 
TestParameter, AutoAnalysis.Line1.Point1.XY.Y, 
TestParameter, AutoAnalysis.Line1.Point1.Data.Var, 
TestParameter, AutoAnalysis.Line1.Point1.Data.Condition, 
TestParameter, AutoAnalysis.Line1.Point1.Data.Start, false
TestParameter, AutoAnalysis.Line1.Point1.Data.StartVar, 
TestParameter, AutoAnalysis.Line1.Point1.Data.StartCondition, 
TestParameter, AutoAnalysis.Line1.Point2.Type, 0
TestParameter, AutoAnalysis.Line1.Point2.XY.X, 
TestParameter, AutoAnalysis.Line1.Point2.XY.Y, 
TestParameter, AutoAnalysis.Line1.Point2.Data.Var, 
TestParameter, AutoAnalysis.Line1.Point2.Data.Condition, 
TestParameter, AutoAnalysis.Line1.Point2.Data.Start, false
TestParameter, AutoAnalysis.Line1.Point2.Data.StartVar, 
TestParameter, AutoAnalysis.Line1.Point2.Data.StartCondition, 
TestParameter, AutoAnalysis.Line1.GradientExpr, 0
TestParameter, AutoAnalysis.Line2.Enabled, false
TestParameter, AutoAnalysis.Line2.Type, 1
TestParameter, AutoAnalysis.Line2.Fix, True
TestParameter, AutoAnalysis.Line2.YAxis, 0
TestParameter, AutoAnalysis.Line2.Point1.Type, 0
TestParameter, AutoAnalysis.Line2.Point1.XY.X, 
TestParameter, AutoAnalysis.Line2.Point1.XY.Y, 
TestParameter, AutoAnalysis.Line2.Point1.Data.Var, 
TestParameter, AutoAnalysis.Line2.Point1.Data.Condition, 
TestParameter, AutoAnalysis.Line2.Point1.Data.Start, false
TestParameter, AutoAnalysis.Line2.Point1.Data.StartVar, 
TestParameter, AutoAnalysis.Line2.Point1.Data.StartCondition, 
TestParameter, AutoAnalysis.Line2.Point2.Type, 0
TestParameter, AutoAnalysis.Line2.Point2.XY.X, 
TestParameter, AutoAnalysis.Line2.Point2.XY.Y, 
TestParameter, AutoAnalysis.Line2.Point2.Data.Var, 
TestParameter, AutoAnalysis.Line2.Point2.Data.Condition, 
TestParameter, AutoAnalysis.Line2.Point2.Data.Start, false
TestParameter, AutoAnalysis.Line2.Point2.Data.StartVar, 
TestParameter, AutoAnalysis.Line2.Point2.Data.StartCondition, 
TestParameter, AutoAnalysis.Line2.GradientExpr, 0
TestParameter, AutoAnalysis.Marker.Enabled, false
TestParameter, AutoAnalysis.Marker.Data.Var, 
TestParameter, AutoAnalysis.Marker.Data.Condition, 
TestParameter, AutoAnalysis.Marker.Data.Start, false
TestParameter, AutoAnalysis.Marker.Data.StartVar, 
TestParameter, AutoAnalysis.Marker.Data.StartCondition, 
MetaData, TestRecord.EntryPoint, true
MetaData, TestRecord.RecordTime, 03/12/2026 20:45:16
MetaData, TestRecord.TestTarget, 4x10 CME
MetaData, TestRecord.IterationIndex, 4
MetaData, TestRecord.Preservation, true
MetaData, TestRecord.Flag, 
MetaData, TestRecord.Remarks, 
MetaData, TestRecord.LinkKey, a1c13f13-3723-463c-af78-b0827274f20e
AnalysisSetup, Analysis.Setup.Vector.Graph.Enabled, true
AnalysisSetup, Analysis.Setup.Vector.Graph.ActiveYAxis, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.LeftYAxis, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.RightYAxis, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Name, Vc
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.GroupName, 
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.RunTimeAutoScale, true
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Unit, V
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Scale, Linear
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Left, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Right, 4
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Name, Ic, Ib
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.GroupName, , 
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.RunTimeAutoScale, true, true
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Unit, A, A
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Scale, Linear, Linear
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Bottom, -0.00013, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Top, 0.0029, 0.00013
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Interpolation, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Index, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Step, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.Active, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.NormalX, 0.375
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.NormalY, 0.0429042904290429
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Fix, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Type, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.YAxisIndex, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.LastIndex, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.LastStep, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.NormalX, 0.375
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.NormalY, 0.0429042904290429
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.NormalX, 0.375
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.NormalY, 0.0429042904290429
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Gradient, 
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Fix, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Type, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.YAxisIndex, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.LastIndex, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.LastStep, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.NormalX, 0.375
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.NormalY, 0.0429042904290429
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.NormalX, 0.375
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.NormalY, 0.0429042904290429
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Gradient, 
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.BackgroundColor, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.TextColor, -16777216
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridColor, -3618616
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.LineColor, -65336
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Var2LabelColor, -11513776
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.ChangeToColor, -24416
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.LineStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Var2LabelStyle, Adjacent
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.PlotColor, -16777036
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.PlotColor, -39936
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.PlotColor, -16731136
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.PlotColor, -8892376
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.PlotColor, -65536
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.PlotColor, -14336
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.PlotColor, -6946586
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.PlotColor, -16733546
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.AxisTitle.FontName, Tahoma
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.AxisTitle.RelativeSize, Medium
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.AxisTitle.Size, 7
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.ScaleText.FontName, Tahoma
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.ScaleText.RelativeSize, Medium
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.ScaleText.Size, 7
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.Legend.FontName, Tahoma
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.Legend.RelativeSize, Medium
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.Legend.Size, 7
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Scale.LogTickedDecadeCount, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.LogoVisible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridVisible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.SetupSummaryVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.ChangeColorEnabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.MinorTicksValueVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.CursorFormat, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.CursorDigits, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.MarkerFormat, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.MarkerDigits, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.InterceptFormat, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.InterceptDigits, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Var2LabelVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.ParametersVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridNumberFixity, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.AddsVerticalMargin, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Notes, [VAR1] Unit=SMU1:MP, Name=Vc, Direction=Single, Linear/Log=LINEAR, Start=0 V, Stop=4 V, Step=20 mV, No. of Steps=201, Compliance=100 mA, Pwr Comp=OFF	[VAR2] Unit=SMU4:MP, Name=Ib, Start=0 A, Stop=125 uA, Step=25 uA, No. of Steps=6, Compliance=5 V, Pwr Comp=OFF	[CONSTANTS] Unit=SMU3:MP, Name=Ve, Source Mode=V, Source=0 V, Compliance=100 mA
AnalysisSetup, Analysis.Setup.Vector.Graph.SetupInfo, Ib	0,2.5E-05,5E-05,7.5E-05,0.0001,0.000125	0	2.5E-05	6
AnalysisSetup, Analysis.Setup.Vector.List.Datum.Name, Vc, Ic, Ib, Vb, Ve, Ie
AnalysisSetup, Analysis.Setup.Vector.List.Datum.Unit, V, A, A, V, V, A
AnalysisSetup, Analysis.Setup.Preference.GraphVisible, true
AnalysisSetup, Analysis.Setup.Preference.ListVisible, true
AnalysisSetup, Analysis.Setup.Preference.ScalarVisible, true
AnalysisSetup, Analysis.Setup.Title, Family
Dimension1, 201, 201, 201, 201, 201, 201
Dimension2, 6, 6, 6, 6, 6, 6
DataName, Vc, Ib, Ve, Ie, Vb, Ic
DataValue, 0, 0, 0, -4.31E-10, -0.023799999999999998, 5.5192E-10
DataValue, 0.02, 0, 0, -2.1225E-09, -0.0063999999999999994, 3.098E-11
DataValue, 0.04, 0, 0, 1.6688E-09, 0.01568, -5.6785000000000006E-10
DataValue, 0.06, 0, 0, 1.9086E-09, 0.0338, 1.2078000000000002E-10
DataValue, 0.08, 0, 0, -2.0132E-09, 0.0566, 6.5717E-10
DataValue, 0.1, 0, 0, -8.05E-11, 0.07732, -3.9672000000000005E-10
DataValue, 0.12, 0, 0, 2.1614E-09, 0.09576, 1.1900000000000002E-12
DataValue, 0.14, 0, 0, -1.4306E-09, 0.11563999999999999, 8.4259000000000009E-10
DataValue, 0.16, 0, 0, -2.0781E-09, 0.13316, 1.2094E-10
DataValue, 0.18, 0, 0, 1.6756E-09, 0.15467999999999998, -2.4545E-10
DataValue, 0.2, 0, 0, 1.9062E-09, 0.17628, 8.185E-10
DataValue, 0.22, 0, 0, -3.0328E-09, 0.19516, 1.1329E-09
DataValue, 0.24, 0, 0, -2.8437E-09, 0.21292, 1.2573E-09
DataValue, 0.26, 0, 0, -2.5356E-09, 0.23099999999999998, 1.3596E-09
DataValue, 0.28, 0, 0, -2.378E-09, 0.25367999999999996, 1.366E-09
DataValue, 0.3, 0, 0, -1.9464E-09, 0.27208, 1.7459E-09
DataValue, 0.32, 0, 0, -1.4485E-09, 0.29431999999999997, 3.7795E-09
DataValue, 0.34, 0, 0, -7.7919E-09, 0.31212, 7.1607E-09
DataValue, 0.36, 0, 0, -1.3553599999999998E-08, 0.3276, 1.1799799999999999E-08
DataValue, 0.38, 0, 0, -1.9579999999999997E-08, 0.3452, 1.7850799999999998E-08
DataValue, 0.4, 0, 0, -2.7837199999999997E-08, 0.36028, 2.7185399999999997E-08
DataValue, 0.42, 0, 0, -3.7435199999999995E-08, 0.37544, 3.92588E-08
DataValue, 0.44, 0, 0, -5.32746E-08, 0.38344, 5.3254199999999993E-08
DataValue, 0.46, 0, 0, -6.96418E-08, 0.3912, 6.783899999999999E-08
DataValue, 0.48, 0, 0, -7.602859999999999E-08, 0.3968, 7.8009E-08
DataValue, 0.5, 0, 0, -8.68044E-08, 0.39876, 8.721E-08
DataValue, 0.52, 0, 0, -9.75008E-08, 0.40296, 9.5239799999999987E-08
DataValue, 0.54, 0, 0, -1.0101039999999998E-07, 0.40487999999999996, 1.0105519999999999E-07
DataValue, 0.56, 0, 0, -1.0433139999999999E-07, 0.4072, 1.067908E-07
DataValue, 0.58, 0, 0, -1.1330099999999999E-07, 0.40875999999999996, 1.1281119999999999E-07
DataValue, 0.6, 0, 0, -1.1542E-07, 0.40952, 1.18E-07
DataValue, 0.62, 0, 0, -1.2158E-07, 0.41187999999999997, 1.2414E-07
DataValue, 0.64, 0, 0, -1.2958E-07, 0.41356, 1.3007999999999998E-07
DataValue, 0.66, 0, 0, -1.3906E-07, 0.41464, 1.362E-07
DataValue, 0.68, 0, 0, -1.444E-07, 0.41628, 1.4254E-07
DataValue, 0.70000000000000007, 0, 0, -1.4884E-07, 0.41768, 1.496E-07
DataValue, 0.72, 0, 0, -1.5286E-07, 0.41859999999999997, 1.5628E-07
DataValue, 0.74, 0, 0, -1.6132E-07, 0.42107999999999995, 1.629E-07
DataValue, 0.76, 0, 0, -1.72E-07, 0.4226, 1.7202E-07
DataValue, 0.78, 0, 0, -1.8198E-07, 0.42407999999999996, 1.7822E-07
DataValue, 0.8, 0, 0, -1.8818E-07, 0.42544, 1.8622E-07
DataValue, 0.82000000000000006, 0, 0, -1.9804E-07, 0.42507999999999996, 1.9522E-07
DataValue, 0.84, 0, 0, -2.0099999999999999E-07, 0.42835999999999996, 2.0404E-07
DataValue, 0.86, 0, 0, -2.1062E-07, 0.43004, 2.1308E-07
DataValue, 0.88, 0, 0, -2.2498E-07, 0.43168, 2.2258E-07
DataValue, 0.9, 0, 0, -2.3696E-07, 0.433, 2.328E-07
DataValue, 0.92, 0, 0, -2.444E-07, 0.43432, 2.443E-07
DataValue, 0.94000000000000006, 0, 0, -2.5086E-07, 0.43588, 2.5388E-07
DataValue, 0.96, 0, 0, -2.633E-07, 0.43735999999999997, 2.6398E-07
DataValue, 0.98, 0, 0, -2.7602E-07, 0.43923999999999996, 2.7664E-07
DataValue, 1, 0, 0, -2.8946E-07, 0.44056, 2.8877999999999997E-07
DataValue, 1.02, 0, 0, -3.0476E-07, 0.4416, 3.002E-07
DataValue, 1.04, 0, 0, -3.1556E-07, 0.44344, 3.1366E-07
DataValue, 1.06, 0, 0, -3.2776E-07, 0.44467999999999996, 3.2822E-07
DataValue, 1.08, 0, 0, -3.3886E-07, 0.44627999999999995, 3.4234E-07
DataValue, 1.1, 0, 0, -3.53E-07, 0.44723999999999997, 3.5622E-07
DataValue, 1.12, 0, 0, -3.7002E-07, 0.44955999999999996, 3.723E-07
DataValue, 1.1400000000000001, 0, 0, -3.896E-07, 0.45099999999999996, 3.8812E-07
DataValue, 1.16, 0, 0, -4.075E-07, 0.45276, 4.0498E-07
DataValue, 1.18, 0, 0, -4.219E-07, 0.45399999999999996, 4.2468E-07
DataValue, 1.2, 0, 0, -4.5E-07, 0.45316, 4.5114E-07
DataValue, 1.22, 0, 0, -4.6686E-07, 0.45436, 4.7028E-07
DataValue, 1.24, 0, 0, -4.7752E-07, 0.45827999999999997, 4.7648E-07
DataValue, 1.26, 0, 0, -5.0126E-07, 0.45983999999999997, 4.9812E-07
DataValue, 1.28, 0, 0, -5.2128E-07, 0.46164, 5.2056E-07
DataValue, 1.3, 0, 0, -5.4148E-07, 0.46348, 5.4326E-07
DataValue, 1.32, 0, 0, -5.6334E-07, 0.46496, 5.6632E-07
DataValue, 1.34, 0, 0, -5.8728E-07, 0.46652, 5.8506E-07
DataValue, 1.36, 0, 0, -6.0942E-07, 0.46808, 6.103E-07
DataValue, 1.3800000000000001, 0, 0, -6.4072E-07, 0.46959999999999996, 6.3792E-07
DataValue, 1.4000000000000001, 0, 0, -6.6925999999999995E-07, 0.47112, 6.6598E-07
DataValue, 1.42, 0, 0, -6.9389999999999993E-07, 0.47324, 6.9594E-07
DataValue, 1.44, 0, 0, -7.196E-07, 0.47459999999999997, 7.1972E-07
DataValue, 1.46, 0, 0, -7.5346E-07, 0.47663999999999995, 7.506E-07
DataValue, 1.48, 0, 0, -7.8894E-07, 0.478, 7.8436E-07
DataValue, 1.5, 0, 0, -8.2051999999999994E-07, 0.48003999999999997, 8.1532E-07
DataValue, 1.52, 0, 0, -8.4982E-07, 0.48172, 8.5178E-07
DataValue, 1.54, 0, 0, -8.7915999999999994E-07, 0.48319999999999996, 8.8492E-07
DataValue, 1.56, 0, 0, -9.1804E-07, 0.48524, 9.2354E-07
DataValue, 1.58, 0, 0, -9.5893999999999988E-07, 0.4874, 9.5496E-07
DataValue, 1.6, 0, 0, -9.9424E-07, 0.48912, 9.9853999999999989E-07
DataValue, 1.62, 0, 0, -1.03938E-06, 0.49104, 1.04144E-06
DataValue, 1.6400000000000001, 0, 0, -1.08546E-06, 0.49279999999999996, 1.08246E-06
DataValue, 1.6600000000000001, 0, 0, -1.13448E-06, 0.49488, 1.12808E-06
DataValue, 1.68, 0, 0, -1.1792E-06, 0.49692, 1.1770000000000001E-06
DataValue, 1.7, 0, 0, -1.2282000000000002E-06, 0.49895999999999996, 1.2325E-06
DataValue, 1.72, 0, 0, -1.2784000000000001E-06, 0.50108, 1.2797000000000002E-06
DataValue, 1.74, 0, 0, -1.3277000000000002E-06, 0.50272, 1.3279000000000002E-06
DataValue, 1.76, 0, 0, -1.3821E-06, 0.50528, 1.3888000000000002E-06
DataValue, 1.78, 0, 0, -1.4352E-06, 0.50728, 1.4372000000000002E-06
DataValue, 1.8, 0, 0, -1.4940000000000002E-06, 0.5092, 1.4922E-06
DataValue, 1.82, 0, 0, -1.5564000000000003E-06, 0.51159999999999994, 1.5648000000000003E-06
DataValue, 1.84, 0, 0, -1.6206000000000002E-06, 0.51391999999999993, 1.6286000000000002E-06
DataValue, 1.86, 0, 0, -1.6841E-06, 0.51612, 1.6954000000000001E-06
DataValue, 1.8800000000000001, 0, 0, -1.7663000000000001E-06, 0.51796, 1.7639000000000002E-06
DataValue, 1.9000000000000001, 0, 0, -1.8338000000000001E-06, 0.52076, 1.8388E-06
DataValue, 1.92, 0, 0, -1.9131000000000004E-06, 0.523, 1.9077000000000004E-06
DataValue, 1.94, 0, 0, -1.9780000000000004E-06, 0.52567999999999993, 1.9812E-06
DataValue, 1.96, 0, 0, -2.0706E-06, 0.52584, 2.071E-06
DataValue, 1.98, 0, 0, -2.1447000000000004E-06, 0.53096, 2.1489000000000003E-06
DataValue, 2, 0, 0, -2.2393000000000003E-06, 0.53364, 2.2457000000000004E-06
